epoch_sec,mode,phase,N,mppi_call_ms,state_to_command_latency_ms,pos_x,pos_y,pos_z,target_x,target_y,target_z,pos_error_m,deadline_miss,fallback_active
1784415159.518513,ADAPTIVEQF,TAKEOFF,0,0.000000,0.813608,0.147875,-0.102782,1.864841,0.149100,-0.101601,1.900424,0.035624,0,0
1784415159.568515,ADAPTIVEQF,TAKEOFF,0,0.000000,18.514290,0.146657,-0.103930,1.864020,0.149100,-0.101601,1.952660,0.088704,0,0
1784415159.618514,ADAPTIVEQF,TAKEOFF,0,0.000000,0.786537,0.144120,-0.100605,1.862764,0.149100,-0.101601,2.004895,0.142222,0,0
1784415159.668521,ADAPTIVEQF,TAKEOFF,0,0.000000,18.769583,0.143061,-0.098125,1.862470,0.149100,-0.101601,2.057138,0.194793,0,0
1784415159.718506,ADAPTIVEQF,TAKEOFF,0,0.000000,0.837423,0.141374,-0.092949,1.863545,0.149100,-0.101601,2.109357,0.246085,0,0
1784415159.768518,ADAPTIVEQF,TAKEOFF,0,0.000000,18.686881,0.141116,-0.089482,1.865860,0.149100,-0.101601,2.161605,0.296100,0,0
1784415159.818504,ADAPTIVEQF,TAKEOFF,0,0.000000,0.768780,0.140372,-0.082655,1.871148,0.149100,-0.101601,2.213825,0.343312,0,0
1784415159.868531,ADAPTIVEQF,TAKEOFF,0,0.000000,18.469937,0.140470,-0.080290,1.870775,0.149100,-0.101601,2.266089,0.395982,0,0
1784415159.918517,ADAPTIVEQF,TAKEOFF,0,0.000000,0.816394,0.140373,-0.076157,1.870773,0.149100,-0.101601,2.318310,0.448345,0,0
1784415159.968518,ADAPTIVEQF,TAKEOFF,0,0.000000,18.588423,0.140183,-0.074418,1.871090,0.149100,-0.101601,2.370546,0.500275,0,0
1784415160.018511,ADAPTIVEQF,TAKEOFF,0,0.000000,0.830731,0.132792,-0.069980,1.867909,0.149100,-0.101601,2.422774,0.556005,0,0
1784415160.068498,ADAPTIVEQF,TAKEOFF,0,0.000000,18.337041,0.129690,-0.068346,1.866959,0.149100,-0.101601,2.474996,0.609255,0,0
1784415160.118509,ADAPTIVEQF,TAKEOFF,0,0.000000,0.930720,0.124170,-0.061451,1.864807,0.149100,-0.101601,2.527242,0.664118,0,0
1784415160.168519,ADAPTIVEQF,TAKEOFF,0,0.000000,18.592415,0.121615,-0.057242,1.863835,0.149100,-0.101601,2.579488,0.717553,0,0
1784415160.218490,ADAPTIVEQF,TAKEOFF,0,0.000000,0.733413,0.117353,-0.048348,1.862869,0.149100,-0.101601,2.631694,0.771321,0,0
1784415160.268537,ADAPTIVEQF,TAKEOFF,0,0.000000,18.490412,0.116644,-0.044317,1.863057,0.149100,-0.101601,2.683979,0.823558,0,0
1784415160.318513,ADAPTIVEQF,TAKEOFF,0,0.000000,0.644923,0.114963,-0.036946,1.863997,0.149100,-0.101601,2.736189,0.875251,0,0
1784415160.368511,ADAPTIVEQF,TAKEOFF,0,0.000000,18.539693,0.115598,-0.032632,1.864888,0.149100,-0.101601,2.788422,0.926711,0,0
1784415160.418521,ADAPTIVEQF,TAKEOFF,0,0.000000,0.777885,0.117665,-0.023415,1.867496,0.149100,-0.101601,2.840667,0.976813,0,0
1784415160.468498,ADAPTIVEQF,TAKEOFF,0,0.000000,18.757092,0.118368,-0.019811,1.868819,0.149100,-0.101601,2.892878,1.027780,0,0
1784415160.518514,ADAPTIVEQF,TAKEOFF,0,0.000000,0.784499,0.116985,-0.016614,1.866040,0.149100,-0.101601,2.945131,1.082908,0,0
1784415160.568508,ADAPTIVEQF,TAKEOFF,0,0.000000,18.631614,0.116276,-0.015178,1.865087,0.149100,-0.101601,2.997359,1.136040,0,0
1784415160.618513,ADAPTIVEQF,TAKEOFF,0,0.000000,0.882352,0.115629,-0.013446,1.860642,0.149100,-0.101601,3.049601,1.192692,0,0
1784415160.668534,ADAPTIVEQF,TAKEOFF,0,0.000000,18.290839,0.115541,-0.013091,1.858474,0.149100,-0.101601,3.101857,1.246982,0,0
1784415160.718520,ADAPTIVEQF,TAKEOFF,0,0.000000,0.936054,0.115487,-0.011589,1.853930,0.149100,-0.101601,3.154078,1.303693,0,0
1784415160.768530,ADAPTIVEQF,TAKEOFF,0,0.000000,18.712297,0.115704,-0.009668,1.850468,0.149100,-0.101601,3.206323,1.359379,0,0
1784415160.818521,ADAPTIVEQF,TAKEOFF,0,0.000000,0.865655,0.115916,-0.005879,1.844232,0.149100,-0.101601,3.258550,1.417942,0,0
1784415160.868520,ADAPTIVEQF,TAKEOFF,0,0.000000,18.734892,0.115752,-0.006574,1.837568,0.149100,-0.101601,3.310783,1.476653,0,0
1784415160.918519,ADAPTIVEQF,TAKEOFF,0,0.000000,1.002017,0.115316,-0.007526,1.826450,0.149100,-0.101601,3.363018,1.539816,0,0
1784415160.968518,ADAPTIVEQF,TAKEOFF,0,0.000000,18.724436,0.115038,-0.007798,1.821865,0.149100,-0.101601,3.415253,1.596510,0,0
1784415161.018493,ADAPTIVEQF,TAKEOFF,0,0.000000,0.795714,0.118832,-0.010829,1.815947,0.149100,-0.101601,3.467461,1.654284,0,0
1784415161.068740,ADAPTIVEQF,TAKEOFF,0,0.000000,18.698455,0.120130,-0.011886,1.813995,0.149100,-0.101601,3.519955,1.708563,0,0
1784415161.118516,ADAPTIVEQF,TAKEOFF,0,0.000000,0.927668,0.122808,-0.013835,1.808070,0.149100,-0.101601,3.571957,1.766265,0,0
1784415161.168513,ADAPTIVEQF,TAKEOFF,0,0.000000,18.744963,0.124112,-0.014663,1.804892,0.149100,-0.101601,3.624187,1.821543,0,0
1784415161.218514,ADAPTIVEQF,TAKEOFF,0,0.000000,0.822267,0.126466,-0.015140,1.800836,0.149100,-0.101601,3.676425,1.877717,0,0
1784415161.268525,ADAPTIVEQF,TAKEOFF,0,0.000000,18.490583,0.127406,-0.014446,1.800799,0.149100,-0.101601,3.728672,1.929964,0,0
1784415161.318523,ADAPTIVEQF,TAKEOFF,0,0.000000,0.949445,0.128895,-0.012987,1.801374,0.149100,-0.101601,3.780904,1.981615,0,0
