epoch_sec,mode,phase,N,mppi_call_ms,state_to_command_latency_ms,pos_x,pos_y,pos_z,target_x,target_y,target_z,pos_error_m,deadline_miss,fallback_active
1784416594.940501,ADAPTIVEQF,TAKEOFF,0,0.000000,13.378558,-0.387054,-0.143441,1.464786,-0.387054,-0.143441,1.480548,0.015762,0,0
1784416594.965493,ADAPTIVEQF,TAKEOFF,0,0.000000,5.867369,-0.386119,-0.143337,1.462280,-0.387054,-0.143441,1.509997,0.047726,0,0
1784416594.990494,ADAPTIVEQF,TAKEOFF,0,0.000000,30.871817,-0.386119,-0.143337,1.462280,-0.387054,-0.143441,1.539459,0.077185,0,0
1784416595.015476,ADAPTIVEQF,TAKEOFF,0,0.000000,20.182357,-0.385282,-0.143069,1.459628,-0.387054,-0.143441,1.568900,0.109287,0,0
1784416595.040462,ADAPTIVEQF,TAKEOFF,0,0.000000,13.033562,-0.385013,-0.141267,1.454271,-0.387054,-0.143441,1.598342,0.144102,0,0
1784416595.065498,ADAPTIVEQF,TAKEOFF,0,0.000000,5.919660,-0.385019,-0.139038,1.448288,-0.387054,-0.143441,1.627845,0.179623,0,0
1784416595.090494,ADAPTIVEQF,TAKEOFF,0,0.000000,30.914417,-0.385019,-0.139038,1.448288,-0.387054,-0.143441,1.657300,0.209068,0,0
1784416595.115468,ADAPTIVEQF,TAKEOFF,0,0.000000,20.212064,-0.385213,-0.136878,1.442846,-0.387054,-0.143441,1.686730,0.243979,0,0
1784416595.140507,ADAPTIVEQF,TAKEOFF,0,0.000000,13.100093,-0.385579,-0.134751,1.437959,-0.387054,-0.143441,1.716236,0.278417,0,0
1784416595.165488,ADAPTIVEQF,TAKEOFF,0,0.000000,5.896222,-0.385010,-0.134234,1.431767,-0.387054,-0.143441,1.745673,0.314047,0,0
1784416595.190468,ADAPTIVEQF,TAKEOFF,0,0.000000,30.876903,-0.385010,-0.134234,1.431767,-0.387054,-0.143441,1.775110,0.343472,0,0
1784416595.215486,ADAPTIVEQF,TAKEOFF,0,0.000000,20.052563,-0.384124,-0.134061,1.424052,-0.387054,-0.143441,1.804592,0.380667,0,0
1784416595.240493,ADAPTIVEQF,TAKEOFF,0,0.000000,12.999464,-0.383619,-0.133772,1.418453,-0.387054,-0.143441,1.834059,0.415733,0,0
1784416595.265495,ADAPTIVEQF,TAKEOFF,0,0.000000,5.928999,-0.382606,-0.133472,1.413419,-0.387054,-0.143441,1.863522,0.450235,0,0
1784416595.290465,ADAPTIVEQF,TAKEOFF,0,0.000000,30.898593,-0.382606,-0.133472,1.413419,-0.387054,-0.143441,1.892947,0.479652,0,0
1784416595.315476,ADAPTIVEQF,TAKEOFF,0,0.000000,20.156495,-0.379858,-0.133342,1.409149,-0.387054,-0.143441,1.922420,0.513420,0,0
1784416595.340498,ADAPTIVEQF,TAKEOFF,0,0.000000,13.069523,-0.377456,-0.133089,1.405269,-0.387054,-0.143441,1.951905,0.546819,0,0
1784416595.365489,ADAPTIVEQF,TAKEOFF,0,0.000000,5.827238,-0.375366,-0.132718,1.401679,-0.387054,-0.143441,1.981355,0.579893,0,0
1784416595.390492,ADAPTIVEQF,TAKEOFF,0,0.000000,30.830611,-0.375366,-0.132718,1.401679,-0.387054,-0.143441,2.010819,0.609346,0,0
1784416595.415496,ADAPTIVEQF,TAKEOFF,0,0.000000,20.170980,-0.373052,-0.132744,1.398056,-0.387054,-0.143441,2.040284,0.642470,0,0
1784416595.440498,ADAPTIVEQF,TAKEOFF,0,0.000000,13.082978,-0.371405,-0.133342,1.395961,-0.387054,-0.143441,2.069746,0.674042,0,0
1784416595.465463,ADAPTIVEQF,TAKEOFF,0,0.000000,5.968860,-0.370017,-0.133774,1.394011,-0.387054,-0.143441,2.099165,0.705426,0,0
1784416595.490512,ADAPTIVEQF,TAKEOFF,0,0.000000,31.019237,-0.370017,-0.133774,1.394011,-0.387054,-0.143441,2.128683,0.734933,0,0
1784416595.515476,ADAPTIVEQF,TAKEOFF,0,0.000000,20.188506,-0.368844,-0.134040,1.392190,-0.387054,-0.143441,2.158101,0.766185,0,0
1784416595.540466,ADAPTIVEQF,TAKEOFF,0,0.000000,13.083468,-0.368037,-0.134719,1.391359,-0.387054,-0.143441,2.187548,0.796464,0,0
1784416595.565499,ADAPTIVEQF,TAKEOFF,0,0.000000,5.958829,-0.367564,-0.135756,1.391374,-0.387054,-0.143441,2.217048,0.825939,0,0
1784416595.590488,ADAPTIVEQF,TAKEOFF,0,0.000000,30.948207,-0.367564,-0.135756,1.391374,-0.387054,-0.143441,2.246496,0.855378,0,0
1784416595.615481,ADAPTIVEQF,TAKEOFF,0,0.000000,20.137902,-0.367253,-0.136791,1.391452,-0.387054,-0.143441,2.275948,0.884742,0,0
1784416595.640499,ADAPTIVEQF,TAKEOFF,0,0.000000,13.183821,-0.367214,-0.137440,1.391570,-0.387054,-0.143441,2.305428,0.914093,0,0
1784416595.665496,ADAPTIVEQF,TAKEOFF,0,0.000000,6.000432,-0.367482,-0.138568,1.385087,-0.387054,-0.143441,2.334885,0.950012,0,0
1784416595.690512,ADAPTIVEQF,TAKEOFF,0,0.000000,31.017090,-0.367482,-0.138568,1.385087,-0.387054,-0.143441,2.364364,0.979485,0,0
1784416595.715474,ADAPTIVEQF,TAKEOFF,0,0.000000,20.133678,-0.367927,-0.139442,1.379202,-0.387054,-0.143441,2.393780,1.014766,0,0
1784416595.740505,ADAPTIVEQF,TAKEOFF,0,0.000000,13.098660,-0.368532,-0.140154,1.373935,-0.387054,-0.143441,2.423276,1.049510,0,0
1784416595.765501,ADAPTIVEQF,TAKEOFF,0,0.000000,5.999031,-0.369285,-0.140675,1.369128,-0.387054,-0.143441,2.452731,1.083752,0,0
1784416595.790502,ADAPTIVEQF,TAKEOFF,0,0.000000,31.000511,-0.369285,-0.140675,1.369128,-0.387054,-0.143441,2.482192,1.113209,0,0
1784416595.815472,ADAPTIVEQF,TAKEOFF,0,0.000000,20.103711,-0.371280,-0.142357,1.362936,-0.387054,-0.143441,2.511616,1.148790,0,0
1784416595.840494,ADAPTIVEQF,TAKEOFF,0,0.000000,13.159970,-0.372967,-0.143450,1.358490,-0.387054,-0.143441,2.541103,1.182697,0,0
